epoch,lr,train_loss,train_acc,synth_val_loss,synth_val_acc,real_val_loss,real_val_acc,epoch_time_s
1,0.001,0.11217134314696596,0.9651537698412699,0.010793822792437456,0.9966419956140351,1.9405782222747803,0.5176136363636363,1012.9758279450471
2,0.001,0.0072081765791206535,0.9982237686741363,0.007306964369506699,0.997789884868421,1.8895317857915706,0.5514204545454545,1002.5546951190336
3,0.001,0.003251552776374817,0.9992231267507002,0.007213214637056552,0.9980982730263158,1.7552810582247647,0.5696022727272727,1001.8086829709355
4,0.001,0.002138226102498876,0.9995076155462185,0.005312191327954695,0.9984923245614035,1.9420458056709984,0.5383522727272727,1007.3527864350472
5,0.001,0.001739732241682558,0.9996024451447245,0.004529633511729595,0.9986122532894737,1.7880235303531993,0.5923295454545454,1000.9692803539801
6,0.001,0.0011295244660956072,0.9997665732959851,0.004624259568452927,0.9986807839912281,1.8534360538829457,0.5775568181818181,1001.8711101689842
7,0.0001,0.0010128586799736119,0.9997957516339869,0.004564793334314967,0.9987321820175439,1.916426157951355,0.5670454545454545,1000.9431435189908
8,0.0001,0.0005807444727808334,0.999890581232493,0.004143022376955454,0.9987321820175439,1.8930425600572065,0.55,1001.9756555559579
