epoch,phase,lr,train_loss,train_acc,synth_val_loss,synth_val_acc,real_val_loss,real_val_acc,epoch_time_s,real_val_acc_wP,real_val_acc_wR,real_val_acc_wN,real_val_acc_wB,real_val_acc_wQ,real_val_acc_wK,real_val_acc_bP,real_val_acc_bR,real_val_acc_bN,real_val_acc_bB,real_val_acc_bQ,real_val_acc_bK,real_val_acc_empty
1,A,0.001,0.7703639772654318,0.8313660990712074,0.281826072841201,0.8847017973856209,0.7835756030949679,0.7738636363636363,216.9962578478735,0.7666666666666667,0.5591397849462365,0.15853658536585366,0.15454545454545454,0.0,0.10909090909090909,0.8608247422680413,0.6363636363636364,0.024390243902439025,0.23232323232323232,0.36363636363636365,0.5272727272727272,0.9552929085303186
2,A,0.001,0.41298213827167135,0.8849651702786377,0.29997858873818045,0.8771956699346405,0.6125071623108603,0.8167613636363636,117.93523667310365,0.8564102564102564,0.7419354838709677,0.14634146341463414,0.20909090909090908,0.0,0.509090909090909,0.8943298969072165,0.5818181818181818,0.21951219512195122,0.3333333333333333,0.3090909090909091,0.8363636363636363,0.9681397738951696
3,A,0.001,0.33379483315228675,0.9023800309597523,0.34801218269112844,0.8625919117647058,0.5597167909145355,0.8394886363636364,117.67785428301431,0.8717948717948718,0.9032258064516129,0.3780487804878049,0.2909090909090909,0.01818181818181818,0.7272727272727273,0.8814432989690721,0.7181818181818181,0.4878048780487805,0.32323232323232326,0.03636363636363636,0.9272727272727272,0.9665981500513875
4,A,0.001,0.29852613924365295,0.9104585913312694,0.4347131769690249,0.8357843137254902,0.5306739612059159,0.846875,117.97448497405276,0.8717948717948718,0.8494623655913979,0.43902439024390244,0.23636363636363636,0.0,0.9454545454545454,0.8582474226804123,0.7272727272727273,0.6463414634146342,0.2828282828282828,0.09090909090909091,0.9272727272727272,0.9753340184994861
5,A,0.001,0.27806341908756793,0.9171342879256966,0.406199719221179,0.8463541666666666,0.522303639758717,0.8460227272727273,117.96683488180861,0.8769230769230769,0.9247311827956989,0.47560975609756095,0.35454545454545455,0.07272727272727272,0.9272727272727272,0.8350515463917526,0.6181818181818182,0.6097560975609756,0.3939393939393939,0.01818181818181818,0.8909090909090909,0.9691675231243576
6,B,0.0001,0.22296051655668223,0.934500773993808,0.37504010201961385,0.8672385620915033,0.38342854597351766,0.8920454545454546,118.90248603094369,0.9358974358974359,0.978494623655914,0.4268292682926829,0.44545454545454544,0.2545454545454545,0.9454545454545454,0.9252577319587629,0.8545454545454545,0.7804878048780488,0.36363636363636365,0.07272727272727272,0.9090909090909091,0.9902363823227133
7,B,0.0001,0.16887566819210356,0.9527380030959752,0.3526251253982385,0.8778084150326797,0.34467969618060373,0.9034090909090909,118.48013426596299,0.9487179487179487,0.9354838709677419,0.47560975609756095,0.5272727272727272,0.32727272727272727,0.9636363636363636,0.9175257731958762,0.8272727272727273,0.8414634146341463,0.45454545454545453,0.09090909090909091,0.9272727272727272,0.9958890030832477
8,B,0.0001,0.14314975813261865,0.959703947368421,0.3719104912886822,0.8746936274509803,0.3169668567451564,0.9130681818181818,118.65778086800128,0.9538461538461539,0.978494623655914,0.4878048780487805,0.6272727272727273,0.34545454545454546,0.9454545454545454,0.9278350515463918,0.8272727272727273,0.9390243902439024,0.45454545454545453,0.09090909090909091,0.9090909090909091,0.9984583761562179
9,B,0.0001,0.12407958653435434,0.965750773993808,0.37160182206167114,0.881689133986928,0.30517925186590716,0.9176136363636364,118.89123016502708,0.9641025641025641,0.9247311827956989,0.4878048780487805,0.6363636363636364,0.32727272727272727,0.9818181818181818,0.9510309278350515,0.8545454545454545,0.9146341463414634,0.47474747474747475,0.14545454545454545,0.9090909090909091,0.9984583761562179
10,B,0.0001,0.10681546206410178,0.9710719814241486,0.3450748675253267,0.8877144607843137,0.2941581883213737,0.9198863636363637,118.80136223882437,0.9717948717948718,0.9354838709677419,0.5,0.7454545454545455,0.3090909090909091,0.9454545454545454,0.9355670103092784,0.8090909090909091,0.9390243902439024,0.5050505050505051,0.14545454545454545,0.9090909090909091,0.9984583761562179
